name,fuel,capacity,owner,cost,average_generation,annual_revenue,annual_operating_expense,annual_profit,payback_period,npv,roi,irr
Park Lane,1,1,NESF (formerly Green Energy Networks),1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Knolton Farmhouse Cheese Solar Farm,1,1,Pegasus Group,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Grain Harvesters Ltd,1,1,Grain Harvesters Ltd,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Priest Weston,1,1,Mellington Farm,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Rhosygilwen Solar Farm,1,1,,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Chelworth Industrial Estate Solar Park,1,1,Bath & West Community Energy Ltd,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Land at Green Farm,1,1,Mr. Michael Owens,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Lower Coombe Farm Solar,1,1,Solar South West,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Whitman Laboratories,1,1,Whitman Laboratories,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Thameside DC,1,1,Sainsbury's,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Killan Farm Solar Array Extens,1,1,Y Felin Ddwr Charitable Trust,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Cranfield Airfield,1,1,Cranfield Univsersity,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Fen Farm Solar Park,1,1,Ecotricity,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Huddlesford Farm,1,1,NESF (formerly Green Energy Networks),1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Rickfield Farm solar park,1,1,Western Power Distribution,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
DPD Distribution Centre,1,1,DPD,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Dengemarsh Road,1,1,Tudor Roof Tile Co,1.65,1515.570934,0.303307637,0.037889273,0.265418363,6.216600759,3.630855991,220.0518782,4.802075129
Hornsea 1 - Heron & Njord,0,1200,Orsted (formerly Dong Energy),2160,3624827.586,724.9657107,90.62068966,634.345021,3.405087024,8677.679228,401.7444087,12.06977635
Walney 3,0,660,Orsted (formerly Dong Energy),1320,1993655.172,398.7312279,49.84137931,348.8898486,3.783429083,4772.724766,361.5700581,10.46280232
London Array,0,630,Siemens Gamesa Renewable Energy,1260,1903034.483,380.60709,47.57586207,333.0312279,3.783428983,4555.782852,361.5700676,10.4628027
Beatrice,0,588,Scottish & Southern Energy (SSE) / Repsol / CIP,1176,1776165.517,355.2332969,44.40413793,310.829159,3.783428826,4252.064171,361.5700826,10.4628033
Gwynt y Mor,0,576,RWE,1152,1739917.241,347.9836417,43.49793103,304.4857107,3.783428777,4165.287406,361.5700873,10.46280349
Greater Gabbard,0,504,Airtricity / Fluor Ltd,1008,1522427.586,304.4857107,38.06068966,266.425021,3.783428434,3644.626811,361.5701201,10.4628048
Dudgeon East,0,402,Statoil / Statkraft,844.2,1214317.241,242.8636417,30.35793103,212.5057107,3.972599123,2907.024301,344.3525588,9.774102351
Rampion Offshore Wind Farm (Hastings Zone),0,400,E.ON UK,840,1208275.862,241.6553659,30.20689655,211.4484693,3.972599105,2892.561507,344.3525604,9.774102414
West of Duddon Sands,0,389,Scottish Power Renewables & Orsted (formerly Dong Energy),816.9,1175048.276,235.0098486,29.3762069,205.6336417,3.972599002,2813.016138,344.3525693,9.77410277
Galloper Wind Farm,0,353,RWE Npower Renewables,741.3,1066303.448,213.2608831,26.65758621,186.6032969,3.972598621,2552.685841,344.3526023,9.774104092
Clyde Wind Farm,0,350,Scottish and Southern Energy (SSE)/ Greencoat UK Wind,735,1057241.379,211.4484693,26.43103448,185.0174348,3.972598586,2530.991649,344.3526054,9.774104214
Whitelee,0,322,CRE Energy/ Scottish Power,676.2,972662.069,194.5326072,24.31655172,170.2160555,3.972598225,2328.512529,344.3526367,9.774105467
Sheringham Shoal BMU 1 & 2,0,316,Vattenfall,663.6,954537.931,190.9077797,23.86344828,167.0443314,3.972598139,2285.124146,344.3526441,9.774105764
Thanet,0,300,Vattenfall Wind Power Ltd,630,906206.8966,181.2415728,22.65517241,158.5864003,3.972597894,2169.421792,344.3526654,9.774106615
Race Bank (Phase 1),0,286.5,Orsted (formerly Dong Energy)/ Macquarie Group,644.625,865427.5862,173.0857107,21.63568966,151.450021,4.256354642,2071.79793,321.3958395,8.855833579
Lincs,0,270,GIB,607.5,815586.2069,163.1174348,20.38965517,142.7277797,4.256354309,1952.479877,321.3958646,8.855834583
Burbo Bank Extension (Burbo Bank 2),0,258,Orsted (formerly Dong Energy),580.5,779337.931,155.8677797,19.48344828,136.3843314,4.256354041,1865.703111,321.3958848,8.855835393
Kilgallioch wind farm,0,239,Scottish Power Renewables,537.75,721944.8276,144.389159,18.04862069,126.3405383,4.256353561,1728.306566,321.3959211,8.855836843
Pen y Cymoedd,0,228,Vattenfall (previously Nuon Renewables),513,688717.2414,137.7436417,17.21793103,120.5257107,4.256353247,1648.761197,321.3959448,8.855837793
Stronelairg Wind Farm,0,228,Scottish and Southern Energy (SSE),513,688717.2414,137.7436417,17.21793103,120.5257107,4.256353247,1648.761197,321.3959448,8.855837793
Humber Gateway,0,219,E.ON Humber Wind Ltd/ Balfour Beatty Investments and Equitix.,492.75,661531.0345,132.3064003,16.53827586,115.7681245,4.256352966,1583.678623,321.395966,8.855838641
Whitelee 2,0,217.02,Scottish Power Renewables,488.295,655550.069,131.1102072,16.38875172,114.7214555,4.256352901,1569.360456,321.3959709,8.855838837
Westermost Rough,0,210,Orsted (formerly Dong Energy),472.5,634344.8276,126.869159,15.85862069,111.0105383,4.256352661,1518.596048,321.395989,8.855839561
Griffin,0,188.6,Greenpower (Griffin) Ltd,424.35,569702.069,113.9406072,14.24255172,99.69805552,4.256351819,1363.844149,321.3960526,8.855842103
Walney 2,0,184,Orsted (formerly Dong Energy),414,555806.8966,111.1615728,13.89517241,97.26640035,4.256351613,1330.579722,321.3960682,8.855842727
Walney 1,0,184,Orsted (formerly Dong Energy),414,555806.8966,111.1615728,13.89517241,97.26640035,4.256351613,1330.579722,321.3960682,8.855842727
Dorenell Wind Farm (Previously Site A and B Scaut Hill),0,177,EDF Energy Renewables/ Infinergy,398.25,534662.069,106.9326072,13.36655172,93.56605552,4.256351278,1279.959942,321.3960935,8.855843738
Clyde Wind Farm Extension (Clyde 2),0,172.8,Scottish and Southern Energy (SSE)/ GIB,388.8,521975.1724,104.3952279,13.04937931,91.34584862,4.256351064,1249.588074,321.3961096,8.855844384
Ormonde,0,150,Vattenfall,337.5,453103.4483,90.62088311,11.32758621,79.2932969,4.256349694,1084.712219,321.3962131,8.855848522
Fallago Rig,0,144,EDF Energy Renewables,331.2,434979.3103,86.99605552,10.87448276,76.12157276,4.350934801,1041.323836,314.4093708,8.576374833
Crystal Rig 2,0,138,Fred Olsen Renewables,317.4,416855.1724,83.37122793,10.42137931,72.94984862,4.35093432,997.9354533,314.4094056,8.576376223
Harestanes,0,136,Scottish Power Renewables,312.8,410813.7931,82.16295207,10.27034483,71.89260724,4.35093415,983.472659,314.4094178,8.576376713
Black Law,0,124.2,Scottish Power Renewables,285.66,375169.6552,75.03412448,9.379241379,65.65488311,4.350933038,898.1421726,314.4094982,8.576379928
Arecleoch,0,120,Scottish Power Renewables,276,362482.7586,72.49674517,9.062068966,63.43467621,4.350932589,867.7703045,314.4095306,8.576381225
Hadyard Hill,0,119.6,Scottish and Southern Energy (SSE),275.08,361274.4828,72.25509,9.031862069,63.22322793,4.350932545,864.8777457,314.4095338,8.576381353
Bhlaraidh (previously Balmacaan),0,110,Scottish and Southern Energy (SSE),253,332275.8621,66.45536586,8.306896552,58.14846931,4.350931383,795.456333,314.4096178,8.576384712
Whitelee Windfarm Extension phase 2,0,109,,250.7,329255.1724,65.85122793,8.23137931,57.61984862,4.35093125,788.2249359,314.4096274,8.576385096
Gunfleet Sands 1,0,108,Orsted (formerly Dong Energy),248.4,326234.4828,65.24709,8.155862069,57.09122793,4.350931115,780.9935387,314.4096372,8.576385487
Lynn,0,97,Green Investment Bank,227.95,293006.8966,58.60157276,7.325172414,51.27640035,4.445514866,701.44817,307.7201887,8.308807546
Inner Dowsing,0,97,Green Investment Bank,227.95,293006.8966,58.60157276,7.325172414,51.27640035,4.445514866,701.44817,307.7201887,8.308807546
Dunmaglass,0,94.1,Scottish and Southern Energy (SSE),221.135,284246.8966,56.84957276,7.106172414,49.74340035,4.445514349,680.4771183,307.7202244,8.308808977
European Offshore Wind Deployment Centre (EOWDC) (Aberdeen Bay - Demonstration site),0,93.2,Vattenfall,219.02,281528.2759,56.30584862,7.038206897,49.26764173,4.445514182,673.9688609,307.720236,8.30880944
Farr,0,92,Innogy (formerly RWE npower),216.2,277903.4483,55.58088311,6.947586207,48.6332969,4.445513954,665.2911843,307.7202518,8.30881007
Barrow,0,90,Orsted (formerly Dong Energy),211.5,271862.069,54.37260724,6.796551724,47.57605552,4.445513561,650.82839,307.720279,8.308811158
Burbo Bank,0,90,Orsted (formerly Dong Energy),211.5,271862.069,54.37260724,6.796551724,47.57605552,4.445513561,650.82839,307.720279,8.308811158
Rhyl Flats,0,90,RWE Npower,211.5,271862.069,54.37260724,6.796551724,47.57605552,4.445513561,650.82839,307.720279,8.308811158
Kentish Flats,0,90,Vattenfall,211.5,271862.069,54.37260724,6.796551724,47.57605552,4.445513561,650.82839,307.720279,8.308811158
Robin Rigg East,0,90,E.On,211.5,271862.069,54.37260724,6.796551724,47.57605552,4.445513561,650.82839,307.720279,8.308811158
Robin Rigg West,0,90,E.On,211.5,271862.069,54.37260724,6.796551724,47.57605552,4.445513561,650.82839,307.720279,8.308811158
Kype Muir Wind Farm,0,88.4,Banks Renewables,207.74,267028.9655,53.40598655,6.675724138,46.73026242,4.445513234,639.2581545,307.7203016,8.308812064
Beinneun,0,85,Octopus Investments/Blue Energy.,199.75,256758.6207,51.35191759,6.418965517,44.93295207,4.445512498,614.6714042,307.7203526,8.308814102
Mid Hill,0,75.9,Fred Olsen Renewables,178.365,229270.3448,45.85426242,5.731758621,40.12250379,4.445510203,548.8656901,307.7205114,8.308820456
Slieve Kirk,0,73.6,Airtricity,172.96,222322.7586,44.46474517,5.558068966,38.90667621,4.445509533,532.2334767,307.7205578,8.30882231
Braes of Doune Wind Farm,0,72,Greencoat UK Wind,169.2,217489.6552,43.49812448,5.437241379,38.06088311,4.445509042,520.6632413,307.7205918,8.30882367
Gordonbush,0,70,Scottish and Southern Energy (SSE),164.5,211448.2759,42.28984862,5.286206897,37.00364173,4.445508397,506.200447,307.7206364,8.308825458
Lochluichart,0,69,Eneco,162.15,208427.5862,41.68571069,5.210689655,36.47502104,4.44550806,498.9690498,307.7206598,8.30882639
Dersalloch,0,69,Scottish Power Renewables,162.15,208427.5862,41.68571069,5.210689655,36.47502104,4.44550806,498.9690498,307.7206598,8.30882639
Corriegarth,0,69,Greencoat Capital,162.15,208427.5862,41.68571069,5.210689655,36.47502104,4.44550806,498.9690498,307.7206598,8.30882639
Keadby,0,68,Scottish and Southern Energy (SSE),159.8,205406.8966,41.08157276,5.135172414,35.94640035,4.445507713,491.7376527,307.7206838,8.30882735
Strathy North,0,67.65,Scottish and Southern Energy (SSE),158.9775,204349.6552,40.87012448,5.108741379,35.76138311,4.445507589,489.2066636,307.7206923,8.308827693
Kilbraur,0,67.5,Falck Renewables,158.625,203896.5517,40.77950379,5.097413793,35.68209,4.445507536,488.1219541,307.720696,8.308827841
Berry Burn,0,66.7,Statkraft,156.745,201480,40.29619345,5.037,35.25919345,4.445507247,482.3368364,307.720716,8.308828642
Galawhistle,0,66,Ventient (formerly Infinis),155.1,199365.5172,39.8732969,4.984137931,34.88915897,4.445506988,477.2748583,307.7207339,8.308829358
Fullabrook Down Wind Farm,0,66,Devon Wind Power Ltd,155.1,199365.5172,39.8732969,4.984137931,34.88915897,4.445506988,477.2748583,307.7207339,8.308829358
Gunfleet Sands 2,0,65,Orsted (formerly Dong Energy),152.75,196344.8276,39.26915897,4.90862069,34.36053828,4.445506609,470.0434612,307.7207602,8.308830408
Scout Moor,0,65,Munich Re (previously Peel),152.75,196344.8276,39.26915897,4.90862069,34.36053828,4.445506609,470.0434612,307.7207602,8.308830408
Millennium,0,65,West Coast Energy Ltd/Falck Renewables,152.75,196344.8276,39.26915897,4.90862069,34.36053828,4.445506609,470.0434612,307.7207602,8.308830408
Paul's Hill,0,64,Fred Olsen Renewables,150.4,193324.1379,38.66502104,4.833103448,33.83191759,4.445506218,462.812064,307.7207873,8.308831491
Crystal Rig,0,63,Fred Olsen Renewables,148.05,190303.4483,38.06088311,4.757586207,33.3032969,4.445505814,455.5806669,307.7208152,8.308832608
Teesside,0,62,EDF Energy - Northern Offshore Windfarm Ltd,145.7,187282.7586,37.45674517,4.682068966,32.77467621,4.445505398,448.3492697,307.720844,8.308833761
Windy Standard II Wind Farm (Brockloch Rig Phase 1),0,61.5,Fred Olsen Renewables,144.525,185772.4138,37.15467621,4.644310345,32.51036586,4.445505185,444.7335712,307.7208588,8.308834352
Aikengall II Wester Dod Community Wind Farm,0,60.8,Community Windpower,142.88,183657.931,36.73177966,4.591448276,32.14033138,4.44550488,439.6715932,307.7208799,8.308835195
North Hoyle,0,60,Greencoat (formerly Npower Renewables),141,181241.3793,36.24846931,4.531034483,31.71743483,4.445504523,433.8864754,307.7209046,8.308836183
Moy,0,60,Eneco,141,181241.3793,36.24846931,4.531034483,31.71743483,4.445504523,433.8864754,307.7209046,8.308836183
Scroby Sands,0,60,E.On,141,181241.3793,36.24846931,4.531034483,31.71743483,4.445504523,433.8864754,307.7209046,8.308836183
Little Cheyne Court,0,59.8,RWE npower,140.53,180637.2414,36.12764173,4.515931034,31.61171069,4.445504433,432.440196,307.7209108,8.308836434
Cefn Croes,0,59,Renewable Development Company Ltd KENTECH Ltd,138.65,178220.6897,35.64433138,4.455517241,31.18881414,4.445504064,426.6550783,307.7209364,8.308837455
Mid Hill I,0,57.5,Fred Olsen Renewables,135.125,173689.6552,34.73812448,4.342241379,30.39588311,4.445503344,415.8079826,307.7209862,8.308839447
Brechfa Forest West,0,57.4,RWE Npower Renewables,134.89,173387.5862,34.67771069,4.334689655,30.34302104,4.445503295,415.0848428,307.7209896,8.308839583
Mark Hill,0,56,Force 9 Energy,131.6,169158.6207,33.83191759,4.228965517,29.60295207,4.445502587,404.9608868,307.7210386,8.308841545
Black Law 2,0,55.42,Scottish Power Renewables,130.237,167406.6207,33.48151759,4.185165517,29.29635207,4.445502283,400.7666765,307.7210597,8.308842387
Ray,0,54.4,Vattenfall,127.84,164325.5172,32.8652969,4.108137931,28.75715897,4.445501732,393.3906514,307.7210978,8.308843911
Slieve Rushen Extension,0,54,,126.9,163117.2414,32.62364173,4.077931034,28.54571069,4.445501511,390.4980925,307.7211131,8.308844524
Middlemoor,0,54,Npower Renewables,126.9,163117.2414,32.62364173,4.077931034,28.54571069,4.445501511,390.4980925,307.7211131,8.308844524
Blackcraig,0,53,Blue Energy,124.55,160096.5517,32.01950379,4.002413793,28.01709,4.445500942,383.2666954,307.7211525,8.308846098
Baillie,0,52.5,Baillie Windfarm Ltd,123.375,158586.2069,31.71743483,3.964655172,27.75277966,4.44550065,379.6509968,307.7211727,8.308846907
Harburnhead Wind Farm,0,51.7,FIM Services / Enel Viento,121.495,156169.6552,31.23412448,3.904241379,27.32988311,4.44550017,373.8658791,307.7212059,8.308848235
Rothes,0,51,Natural Power Consultants,119.85,154055.1724,30.81122793,3.85137931,26.95984862,4.445499738,368.8039011,307.7212358,8.308849431
Middle Muir Wind Farm,0,51,Banks Renewables,119.85,154055.1724,30.81122793,3.85137931,26.95984862,4.445499738,368.8039011,307.7212358,8.308849431
Frodsham Wind Farm Ltd,0,50.4,Peel Energy,118.44,152242.7586,30.44874517,3.806068966,26.64267621,4.445499359,364.4650628,307.7212621,8.308850482
Camster,0,50,E.ON UK,117.5,151034.4828,30.20709,3.775862069,26.43122793,4.4454991,361.5725039,307.7212799,8.308851197
Afton Wind Farm,0,50,InfraRed Capital Partners/ E.on,117.5,151034.4828,30.20709,3.775862069,26.43122793,4.4454991,361.5725039,307.7212799,8.308851197
Kentish Flats Extension,0,49.5,Vattenfall,118.8,149524.1379,29.90502104,3.738103448,26.16691759,4.540083852,357.9568053,301.3104422,8.052417689
Causeymire,0,48.3,Innogy (formerly RWE npower),115.92,145899.3103,29.18005552,3.647482759,25.53257276,4.540083018,349.2791288,301.3104976,8.052419902
Hill of Towie,0,48.3,Renewable Energy Systems (RES),115.92,145899.3103,29.18005552,3.647482759,25.53257276,4.540083018,349.2791288,301.3104976,8.052419902
Aikengall,0,48,Community Wind Power (01928 734544),115.2,144993.1034,28.99881414,3.624827586,25.37398655,4.540082803,347.1097096,301.3105118,8.052420473
Kilbraur Windfarm,0,47.5,Renewable Development Company (RDC),114,143482.7586,28.69674517,3.587068966,25.10967621,4.540082439,343.494011,301.310536,8.05242144
Corriemoillie,0,47.5,EDF Energy Renewables,114,143482.7586,28.69674517,3.587068966,25.10967621,4.540082439,343.494011,301.310536,8.05242144
Carraig Gheal,0,46,Green Power,110.4,138951.7241,27.79053828,3.473793103,24.31674517,4.540081298,332.6469153,301.3106117,8.052424468
Tween Bridge,0,44,E.ON Renewables,105.6,132910.3448,26.58226242,3.322758621,23.25950379,4.540079657,318.184121,301.3107207,8.052428826
Beinn an Tuirc 2,0,43.7,Scottish Power Renewables,104.88,132004.1379,26.40102104,3.300103448,23.10091759,4.540079397,316.0147019,301.3107379,8.052429514
A'Chruach,0,42.6,Infinis (formerly Novera Energy),102.24,128681.3793,25.73646931,3.217034483,22.51943483,4.540078416,308.060165,301.310803,8.052432121
Windyhill Road (Dunbeg) Wind Farm,0,42,Gaelectric Developments/ CGN Europe Energy,100.8,126868.9655,25.37398655,3.171724138,22.20226242,4.540077858,303.7213267,301.31084,8.0524336
Blyth Offshore Wind Test Site,0,41.5,EDF Energy Renewables,99.6,125358.6207,25.07191759,3.133965517,21.93795207,4.540077382,300.1056281,301.3108716,8.052434865
Rothes 2,0,41.4,Fred Olsen Renewables,99.36,125056.5517,25.01150379,3.126413793,21.88509,4.540077285,299.3824884,301.310878,8.052435122
Edinbane,0,41,Vattenfall,98.4,123848.2759,24.76984862,3.096206897,21.67364173,4.540076894,296.4899296,301.310904,8.052436161
Millennium Windfarm,0,40,Renewable Development Company (RDC) Scotland (Ltd) for FALCK RENEWABLES,96,120827.5862,24.16571069,3.020689655,21.14502104,4.540075881,289.2585324,301.3109713,8.05243885
Fairburn,0,40,Scottish and Southern Energy (SSE),96,120827.5862,24.16571069,3.020689655,21.14502104,4.540075881,289.2585324,301.3109713,8.05243885
Tom Nan Clach (redesign),0,39,Infinergy,93.6,117806.8966,23.56157276,2.945172414,20.61640035,4.540074816,282.0271353,301.3110419,8.052441678
Pollnalaght (Cornavarrow),0,38.4,Energia,92.16,115994.4828,23.19909,2.899862069,20.29922793,4.54007415,277.688297,301.3110861,8.052443445
